중분류,소분류,상품명,제조업체,지역,업태,업체종류,판매업체,총중량,단위중량,단위가격,판매가격,날짜
이미용품,염색약,미쟝센 쉽고빠른거품염색(3N 흑갈색),아모레퍼시픽,제주도/서귀포시,대형마트,이마트,이마트서귀포점,40g,10g,1975,7900,202010
이미용품,일반면도날,PACE 6 면도날,도루코,제주도/제주시,대형마트,이마트,이마트신제주점,4개,1개,4225,16900,202010
이미용품,일반면도날,PACE 6 면도날,도루코,제주도/제주시,대형마트,이마트,이마트제주점,4개,1개,4225,16900,202010
이미용품,일반면도날,PACE 6 면도날,도루코,제주도/서귀포시,전통시장,전통시장,매일올레시장,4개,1개,3550,14200,202010
이미용품,일반면도날,PACE 6 면도날,도루코,제주도/서귀포시,대형마트,이마트,이마트서귀포점,4개,1개,4225,16900,202010
이미용품,일반면도날,마하3 면도날,질레트,제주도/서귀포시,전통시장,전통시장,매일올레시장,4개,1개,4800,19200,202010
이미용품,치약,어드밴스 캐비티(블루) 120g*3입,애경,제주도/서귀포시,대형마트,이마트,이마트서귀포점,360g,10g,247,8900,202010
이미용품,치약,어드밴스 캐비티(블루) 120g*3입,애경,제주도/제주시,대형마트,이마트,이마트신제주점,360g,10g,247,8900,202010
이미용품,치약,어드밴스 캐비티(블루) 120g*3입,애경,제주도/제주시,대형마트,이마트,이마트제주점,360g,10g,247,8900,202010
이미용품,치약,페리오 캐비티케어(묶음),LG생활건강,제주도/서귀포시,대형마트,이마트,이마트서귀포점,360g,10g,275,9900,202010
이미용품,치약,페리오 캐비티케어(묶음),LG생활건강,제주도/제주시,대형마트,이마트,이마트제주점,360g,10g,275,9900,202010
이미용품,치약,페리오 캐비티케어(묶음),LG생활건강,제주도/제주시,대형마트,이마트,이마트신제주점,360g,10g,275,9900,202010
이미용품,칫솔,오랄비 크로스액션(35모)(3개입),한국P&G,제주도/제주시,대형마트,이마트,이마트신제주점,3개,1개,3967,11900,202010
이미용품,칫솔,오랄비 크로스액션(35모)(3개입),한국P&G,제주도/서귀포시,대형마트,이마트,이마트서귀포점,3개,1개,3967,11900,202010
이미용품,칫솔,오랄비 크로스액션(35모)(3개입),한국P&G,제주도/제주시,대형마트,이마트,이마트제주점,3개,1개,3967,11900,202010
이미용품,클렌징폼,해피바스 솝베리 클렌징 폼(175g),아모레퍼시픽,제주도/서귀포시,대형마트,이마트,이마트서귀포점,175g,10g,629,11000,202010
이미용품,클렌징폼,해피바스 솝베리 클렌징 폼(175g),아모레퍼시픽,제주도/제주시,대형마트,이마트,이마트제주점,175g,10g,629,11000,202010
이미용품,클렌징폼,해피바스 솝베리 클렌징 폼(175g),아모레퍼시픽,제주도/제주시,대형마트,이마트,이마트신제주점,175g,10g,629,11000,202010
정육·난류,돼지고기,돼지고기 목살,일반,제주도/서귀포시,전통시장,전통시장,매일올레시장,100g,100g,2500,2500,202010
정육·난류,돼지고기,돼지고기 목살,일반,제주도/제주시,전통시장,전통시장,동문시장,100g,100g,2600,2600,202010
정육·난류,돼지고기,돼지고기 삼겹살,삼겹살,제주도/제주시,전통시장,전통시장,동문시장,100g,100g,2600,2600,202010
정육·난류,돼지고기,돼지고기 삼겹살,삼겹살,제주도/서귀포시,전통시장,전통시장,매일올레시장,100g,100g,2900,2900,202010
정육·난류,쇠고기,쇠고기 불고기(1등급),불고기,제주도/제주시,전통시장,전통시장,동문시장,100g,100g,5000,5000,202010
조미료·장류·식용유,간장,양조간장 501,샘표,제주도/서귀포시,전통시장,전통시장,매일올레시장,500ml,100ml,810,4050,202010
조미료·장류·식용유,간장,진간장 금F3,샘표,제주도/제주시,전통시장,전통시장,동문시장,930ml,100ml,688,6400,202010
조미료·장류·식용유,간장,진간장 금F3,샘표,제주도/서귀포시,대형마트,이마트,이마트서귀포점,930ml,100ml,589,5480,202010
조미료·장류·식용유,간장,진간장 금F3,샘표,제주도/서귀포시,전통시장,전통시장,매일올레시장,930ml,100ml,597,5550,202010
조미료·장류·식용유,간장,진간장 금F3,샘표,제주도/제주시,대형마트,이마트,이마트제주점,930ml,100ml,589,5480,202010
조미료·장류·식용유,간장,진간장 금F3,샘표,제주도/제주시,대형마트,이마트,이마트신제주점,930ml,100ml,589,5480,202010
조미료·장류·식용유,고추장,순창 오리지널 우리쌀 찰고추장 ,대상,제주도/제주시,대형마트,이마트,이마트신제주점,1000g,100g,1420,14200,202010
조미료·장류·식용유,고추장,순창 오리지널 우리쌀 찰고추장 ,대상,제주도/서귀포시,대형마트,이마트,이마트서귀포점,1000g,100g,1420,14200,202010
조미료·장류·식용유,고추장,순창 오리지널 우리쌀 찰고추장 ,대상,제주도/제주시,대형마트,이마트,이마트제주점,1000g,100g,1420,14200,202010
조미료·장류·식용유,고추장,해찬들 우리쌀태양초골드,CJ제일제당,제주도/서귀포시,대형마트,이마트,이마트서귀포점,1000g,100g,1470,14700,202010
조미료·장류·식용유,고추장,해찬들 우리쌀태양초골드,CJ제일제당,제주도/제주시,대형마트,이마트,이마트제주점,1000g,100g,1470,14700,202010
조미료·장류·식용유,과일통조림,샘표황도,샘표,제주도/서귀포시,전통시장,전통시장,매일올레시장,400g,100g,400,1600,202010
조미료·장류·식용유,과일통조림,오뚜기황도,오뚜기,제주도/제주시,대형마트,이마트,이마트제주점,400g,100g,495,1980,202010
조미료·장류·식용유,과일통조림,오뚜기황도,오뚜기,제주도/제주시,대형마트,이마트,이마트신제주점,400g,100g,495,1980,202010
조미료·장류·식용유,과일통조림,오뚜기황도,오뚜기,제주도/서귀포시,대형마트,이마트,이마트서귀포점,400g,100g,495,1980,202010
조미료·장류·식용유,굴소스,백설 남해굴소스(210g),CJ제일제당,제주도/제주시,전통시장,전통시장,동문시장,210g,10g,148,3100,202010
조미료·장류·식용유,굴소스,백설 남해굴소스(210g),CJ제일제당,제주도/서귀포시,전통시장,전통시장,매일올레시장,210g,10g,152,3200,202010
조미료·장류·식용유,굴소스,백설 남해굴소스(210g),CJ제일제당,제주도/서귀포시,대형마트,이마트,이마트서귀포점,210g,10g,142,2980,202010
조미료·장류·식용유,굴소스,백설 남해굴소스(210g),CJ제일제당,제주도/제주시,대형마트,이마트,이마트신제주점,210g,10g,142,2980,202010
조미료·장류·식용유,굴소스,백설 남해굴소스(210g),CJ제일제당,제주도/제주시,대형마트,이마트,이마트제주점,210g,10g,142,2980,202010
조미료·장류·식용유,굴소스,이금기 팬더 굴소스(255g),오뚜기,제주도/서귀포시,대형마트,이마트,이마트서귀포점,255g,10g,97,2480,202010
조미료·장류·식용유,굴소스,이금기 팬더 굴소스(255g),오뚜기,제주도/제주시,대형마트,이마트,이마트신제주점,255g,10g,97,2480,202010
조미료·장류·식용유,굴소스,청정원 프리미엄 굴소스(260g),대상,제주도/제주시,대형마트,이마트,이마트신제주점,260g,10g,158,4100,202010
조미료·장류·식용유,굴소스,청정원 프리미엄 굴소스(260g),대상,제주도/서귀포시,대형마트,이마트,이마트서귀포점,260g,10g,158,4100,202010
조미료·장류·식용유,굴소스,청정원 프리미엄 굴소스(260g),대상,제주도/서귀포시,전통시장,전통시장,매일올레시장,260g,10g,154,4000,202010
조미료·장류·식용유,굴소스,청정원 프리미엄 굴소스(260g),대상,제주도/제주시,전통시장,전통시장,동문시장,260g,10g,162,4200,202010
조미료·장류·식용유,된장,샘표 시골집 토장(900g),샘표,제주도/서귀포시,대형마트,이마트,이마트서귀포점,900g,100g,664,5980,202010
조미료·장류·식용유,된장,샘표 시골집 토장(900g),샘표,제주도/서귀포시,전통시장,전통시장,매일올레시장,900g,100g,1156,10400,202010
조미료·장류·식용유,된장,샘표 시골집 토장(900g),샘표,제주도/제주시,대형마트,이마트,이마트신제주점,900g,100g,664,5980,202010
조미료·장류·식용유,된장,샘표 시골집 토장(900g),샘표,제주도/제주시,대형마트,이마트,이마트제주점,900g,100g,664,5980,202010
조미료·장류·식용유,된장,순창재래식안심생된장 ,대상,제주도/제주시,대형마트,이마트,이마트신제주점,1000g,100g,670,6700,202010
조미료·장류·식용유,된장,순창재래식안심생된장 ,대상,제주도/제주시,대형마트,이마트,이마트제주점,1000g,100g,670,6700,202010
조미료·장류·식용유,된장,순창재래식안심생된장 ,대상,제주도/서귀포시,대형마트,이마트,이마트서귀포점,1000g,100g,670,6700,202010
조미료·장류·식용유,된장,해찬들 재래식 된장 ,CJ제일제당,제주도/서귀포시,전통시장,전통시장,매일올레시장,1000g,100g,430,4300,202010
조미료·장류·식용유,된장,해찬들 재래식 된장 ,CJ제일제당,제주도/제주시,대형마트,이마트,이마트신제주점,1000g,100g,670,6700,202010
조미료·장류·식용유,된장,해찬들 재래식 된장 ,CJ제일제당,제주도/제주시,전통시장,전통시장,동문시장,1000g,100g,520,5200,202010
조미료·장류·식용유,된장,해찬들 재래식 된장 ,CJ제일제당,제주도/서귀포시,대형마트,이마트,이마트서귀포점,1000g,100g,670,6700,202010
조미료·장류·식용유,된장,해찬들 재래식 된장 ,CJ제일제당,제주도/제주시,대형마트,이마트,이마트제주점,1000g,100g,670,6700,202010
조미료·장류·식용유,딸기잼,복음자리 딸기잼,복음자리,제주도/제주시,전통시장,전통시장,동문시장,370g,100g,1257,4650,202010
조미료·장류·식용유,마요네즈,고소한골드마요네즈(오뚜기),오뚜기,제주도/제주시,전통시장,전통시장,동문시장,500g,100g,866,4330,202010
조미료·장류·식용유,마요네즈,고소한골드마요네즈(오뚜기),오뚜기,제주도/제주시,대형마트,이마트,이마트제주점,500g,100g,736,3680,202010
조미료·장류·식용유,마요네즈,고소한골드마요네즈(오뚜기),오뚜기,제주도/서귀포시,대형마트,이마트,이마트서귀포점,500g,100g,736,3680,202010
조미료·장류·식용유,마요네즈,고소한골드마요네즈(오뚜기),오뚜기,제주도/제주시,대형마트,이마트,이마트신제주점,500g,100g,736,3680,202010
조미료·장류·식용유,마요네즈,고소한골드마요네즈(오뚜기),오뚜기,제주도/서귀포시,전통시장,전통시장,매일올레시장,500g,100g,840,4200,202010
조미료·장류·식용유,마요네즈,고소한마요네즈(대상),대상,제주도/제주시,전통시장,전통시장,동문시장,500g,100g,750,3750,202010
조미료·장류·식용유,마요네즈,고소한마요네즈(대상),대상,제주도/서귀포시,대형마트,이마트,이마트서귀포점,500g,100g,726,3630,202010
조미료·장류·식용유,멸치액젓,청정원 제주모슬포 멸치액젓(618ml),대상,제주도/제주시,전통시장,전통시장,동문시장,618ml,100ml,890,5500,202010
조미료·장류·식용유,멸치액젓,하선정 멸치액젓(658ml),CJ제일제당,제주도/제주시,대형마트,이마트,이마트제주점,658ml,100ml,696,4580,202010
조미료·장류·식용유,멸치액젓,하선정 멸치액젓(658ml),CJ제일제당,제주도/제주시,전통시장,전통시장,동문시장,658ml,100ml,745,4900,202010
조미료·장류·식용유,멸치액젓,하선정 멸치액젓(658ml),CJ제일제당,제주도/제주시,대형마트,이마트,이마트신제주점,658ml,100ml,696,4580,202010
조미료·장류·식용유,멸치액젓,하선정 멸치액젓(658ml),CJ제일제당,제주도/서귀포시,대형마트,이마트,이마트서귀포점,658ml,100ml,696,4580,202010
조미료·장류·식용유,설탕,백설 자일로스 설탕,CJ제일제당,제주도/서귀포시,대형마트,이마트,이마트서귀포점,1000g,100g,330,3300,202010
조미료·장류·식용유,설탕,백설 자일로스 설탕,CJ제일제당,제주도/제주시,대형마트,이마트,이마트신제주점,1000g,100g,330,3300,202010
조미료·장류·식용유,설탕,백설 자일로스 설탕,CJ제일제당,제주도/제주시,대형마트,이마트,이마트제주점,1000g,100g,330,3300,202010
조미료·장류·식용유,설탕,백설 하얀설탕,CJ제일제당,제주도/제주시,전통시장,전통시장,동문시장,1000g,100g,195,1950,202010
조미료·장류·식용유,설탕,백설 하얀설탕,CJ제일제당,제주도/서귀포시,전통시장,전통시장,매일올레시장,1000g,100g,180,1800,202010
조미료·장류·식용유,설탕,백설 하얀설탕,CJ제일제당,제주도/제주시,대형마트,이마트,이마트제주점,1000g,100g,168,1680,202010
조미료·장류·식용유,설탕,백설 하얀설탕,CJ제일제당,제주도/서귀포시,대형마트,이마트,이마트서귀포점,1000g,100g,168,1680,202010
조미료·장류·식용유,설탕,백설 하얀설탕,CJ제일제당,제주도/제주시,대형마트,이마트,이마트신제주점,1000g,100g,168,1680,202010
조미료·장류·식용유,소금,백설꽃소금,CJ제일제당,제주도/서귀포시,전통시장,전통시장,매일올레시장,1000g,100g,170,1700,202010
조미료·장류·식용유,소금,청정원 신안섬보배 천일염 가는소금(500g),대상,제주도/제주시,대형마트,이마트,이마트신제주점,500g,100g,440,2200,202010
조미료·장류·식용유,소금,청정원 신안섬보배 천일염 가는소금(500g),대상,제주도/제주시,대형마트,이마트,이마트제주점,500g,100g,440,2200,202010
조미료·장류·식용유,소금,청정원 신안섬보배 천일염 가는소금(500g),대상,제주도/서귀포시,대형마트,이마트,이마트서귀포점,500g,100g,440,2200,202010
조미료·장류·식용유,식용유,맑고신선한옥수수유,해표,제주도/제주시,대형마트,이마트,이마트신제주점,900ml,100ml,442,3980,202010
조미료·장류·식용유,식용유,맑고신선한옥수수유,해표,제주도/제주시,대형마트,이마트,이마트제주점,900ml,100ml,442,3980,202010
조미료·장류·식용유,식용유,맑고신선한옥수수유,해표,제주도/서귀포시,대형마트,이마트,이마트서귀포점,900ml,100ml,442,3980,202010
조미료·장류·식용유,식용유,맑고신선한해표식용유,해표,제주도/서귀포시,대형마트,이마트,이마트서귀포점,900ml,100ml,442,3980,202010
조미료·장류·식용유,식용유,맑고신선한해표식용유,해표,제주도/제주시,대형마트,이마트,이마트신제주점,900ml,100ml,442,3980,202010
조미료·장류·식용유,식용유,맑고신선한해표식용유,해표,제주도/제주시,대형마트,이마트,이마트제주점,900ml,100ml,442,3980,202010
조미료·장류·식용유,식초,대상 사과식초,대상,제주도/제주시,전통시장,전통시장,동문시장,900ml,100ml,256,2300,202010
조미료·장류·식용유,식초,백설 국내산 사과식초(500ml),CJ제일제당,제주도/제주시,전통시장,전통시장,동문시장,500ml,100ml,320,1600,202010
조미료·장류·식용유,식초,오뚜기 사과식초,오뚜기,제주도/서귀포시,대형마트,이마트,이마트서귀포점,900ml,100ml,253,2280,202010
조미료·장류·식용유,식초,오뚜기 사과식초,오뚜기,제주도/제주시,대형마트,이마트,이마트제주점,900ml,100ml,253,2280,202010
조미료·장류·식용유,식초,오뚜기 사과식초,오뚜기,제주도/서귀포시,전통시장,전통시장,매일올레시장,900ml,100ml,256,2300,202010
조미료·장류·식용유,식초,오뚜기 사과식초,오뚜기,제주도/제주시,대형마트,이마트,이마트신제주점,900ml,100ml,253,2280,202010
조미료·장류·식용유,쌈장,청정원 순창 쌈장,대상,제주도/제주시,전통시장,전통시장,동문시장,500g,100g,440,2200,202010
조미료·장류·식용유,쌈장,청정원 순창 쌈장,대상,제주도/제주시,대형마트,이마트,이마트신제주점,500g,100g,780,3900,202010
조미료·장류·식용유,쌈장,청정원 순창 쌈장,대상,제주도/서귀포시,전통시장,전통시장,매일올레시장,500g,100g,396,1980,202010
조미료·장류·식용유,쌈장,청정원 순창 쌈장,대상,제주도/서귀포시,대형마트,이마트,이마트서귀포점,500g,100g,780,3900,202010
조미료·장류·식용유,쌈장,청정원 순창 쌈장,대상,제주도/제주시,대형마트,이마트,이마트제주점,500g,100g,780,3900,202010
조미료·장류·식용유,쌈장,해찬들 사계절 쌈장,CJ제일제당,제주도/제주시,대형마트,이마트,이마트제주점,500g,100g,780,3900,202010
조미료·장류·식용유,쌈장,해찬들 사계절 쌈장,CJ제일제당,제주도/서귀포시,전통시장,전통시장,매일올레시장,500g,100g,580,2900,202010
조미료·장류·식용유,쌈장,해찬들 사계절 쌈장,CJ제일제당,제주도/서귀포시,대형마트,이마트,이마트서귀포점,500g,100g,780,3900,202010
조미료·장류·식용유,쌈장,해찬들 사계절 쌈장,CJ제일제당,제주도/제주시,대형마트,이마트,이마트신제주점,500g,100g,780,3900,202010
조미료·장류·식용유,쌈장,해찬들 사계절 쌈장,CJ제일제당,제주도/제주시,전통시장,전통시장,동문시장,500g,100g,440,2200,202010
조미료·장류·식용유,쌈장,해표 순창 궁 발아콩 12가지 양념쌈장,사조산업,제주도/제주시,대형마트,이마트,이마트제주점,500g,100g,576,2880,202010
조미료·장류·식용유,쌈장,해표 순창 궁 발아콩 12가지 양념쌈장,사조산업,제주도/제주시,대형마트,이마트,이마트신제주점,500g,100g,576,2880,202010
조미료·장류·식용유,쌈장,해표 순창 궁 발아콩 12가지 양념쌈장,사조산업,제주도/서귀포시,대형마트,이마트,이마트서귀포점,500g,100g,576,2880,202010
조미료·장류·식용유,참기름,고소한참기름(오뚜기),오뚜기,제주도/서귀포시,전통시장,전통시장,매일올레시장,320ml,10ml,231,7400,202010
조미료·장류·식용유,참기름,고소한참기름(오뚜기),오뚜기,제주도/제주시,대형마트,이마트,이마트신제주점,320ml,10ml,281,8980,202010
조미료·장류·식용유,참기름,고소한참기름(오뚜기),오뚜기,제주도/서귀포시,대형마트,이마트,이마트서귀포점,320ml,10ml,281,8980,202010
조미료·장류·식용유,참기름,고소한참기름(오뚜기),오뚜기,제주도/제주시,대형마트,이마트,이마트제주점,320ml,10ml,281,8980,202010
조미료·장류·식용유,참기름,고소한참기름(오뚜기),오뚜기,제주도/제주시,전통시장,전통시장,동문시장,320ml,10ml,225,7200,202010
조미료·장류·식용유,카레,오뚜기카레 순한맛,오뚜기,제주도/서귀포시,전통시장,전통시장,매일올레시장,100g,10g,178,1780,202010
조미료·장류·식용유,카레,오뚜기카레 순한맛,오뚜기,제주도/제주시,대형마트,이마트,이마트제주점,100g,10g,185,1850,202010
조미료·장류·식용유,카레,오뚜기카레 순한맛,오뚜기,제주도/제주시,대형마트,이마트,이마트신제주점,100g,10g,185,1850,202010
조미료·장류·식용유,카레,오뚜기카레 순한맛,오뚜기,제주도/서귀포시,대형마트,이마트,이마트서귀포점,100g,10g,185,1850,202010
조미료·장류·식용유,카레,오뚜기카레 순한맛,오뚜기,제주도/제주시,전통시장,전통시장,동문시장,100g,10g,190,1900,202010
조미료·장류·식용유,카레,청정원 카레여왕 구운마늘&양파(108g),대상,제주도/서귀포시,전통시장,전통시장,매일올레시장,108g,10g,333,3600,202010
조미료·장류·식용유,카레,청정원 카레여왕 구운마늘&양파(108g),대상,제주도/제주시,전통시장,전통시장,동문시장,108g,10g,352,3800,202010
조미료·장류·식용유,케찹,토마토케찹(오뚜기),오뚜기,제주도/서귀포시,대형마트,이마트,이마트서귀포점,500g,100g,450,2250,202010
조미료·장류·식용유,케찹,토마토케찹(오뚜기),오뚜기,제주도/제주시,대형마트,이마트,이마트제주점,500g,100g,450,2250,202010
조미료·장류·식용유,케찹,토마토케찹(오뚜기),오뚜기,제주도/제주시,대형마트,이마트,이마트신제주점,500g,100g,450,2250,202010
조미료·장류·식용유,케찹,토마토케찹(오뚜기),오뚜기,제주도/서귀포시,전통시장,전통시장,매일올레시장,500g,100g,420,2100,202010
조미료·장류·식용유,케찹,토마토케찹(오뚜기),오뚜기,제주도/제주시,전통시장,전통시장,동문시장,500g,100g,460,2300,202010
조미료·장류·식용유,혼합조미료,맛선생 해물,대상,제주도/서귀포시,대형마트,이마트,이마트서귀포점,250g,10g,332,8300,202010
조미료·장류·식용유,혼합조미료,웰빙 다시다 산들애 국내산해물,CJ제일제당,제주도/서귀포시,대형마트,이마트,이마트서귀포점,250g,10g,319,7980,202010
조미료·장류·식용유,혼합조미료,웰빙 다시다 산들애 국내산해물,CJ제일제당,제주도/제주시,대형마트,이마트,이마트신제주점,250g,10g,319,7980,202010
조미료·장류·식용유,혼합조미료,웰빙 다시다 산들애 국내산해물,CJ제일제당,제주도/제주시,대형마트,이마트,이마트제주점,250g,10g,319,7980,202010
차·음료·주류,녹차류,남양 17차 티백(80입),남양유업,제주도/서귀포시,대형마트,이마트,이마트서귀포점,80개,1개,94,7480,202010
차·음료·주류,녹차류,남양 17차 티백(80입),남양유업,제주도/제주시,대형마트,이마트,이마트제주점,80개,1개,94,7480,202010
차·음료·주류,녹차류,동서현미녹차 100포,동서식품,제주도/제주시,대형마트,이마트,이마트신제주점,100개,1개,55,5480,202010
차·음료·주류,녹차류,동서현미녹차 100포,동서식품,제주도/제주시,대형마트,이마트,이마트제주점,100개,1개,55,5480,202010
차·음료·주류,녹차류,동서현미녹차 100포,동서식품,제주도/서귀포시,대형마트,이마트,이마트서귀포점,100개,1개,55,5480,202010
차·음료·주류,두유,달콤한 베지밀 비,정식품,제주도/제주시,대형마트,이마트,이마트신제주점,3040ml,100ml,421,12800,202010
차·음료·주류,두유,달콤한 베지밀 비,정식품,제주도/제주시,대형마트,이마트,이마트제주점,3040ml,100ml,421,12800,202010
차·음료·주류,두유,달콤한 베지밀 비,정식품,제주도/제주시,전통시장,전통시장,동문시장,3040ml,100ml,378,11500,202010
차·음료·주류,두유,달콤한 삼육두유 B,삼육식품,제주도/서귀포시,대형마트,이마트,이마트서귀포점,3040ml,100ml,410,12450,202010
차·음료·주류,두유,달콤한 삼육두유 B,삼육식품,제주도/서귀포시,전통시장,전통시장,매일올레시장,3040ml,100ml,408,12400,202010
차·음료·주류,두유,달콤한 삼육두유 B,삼육식품,제주도/제주시,대형마트,이마트,이마트신제주점,3040ml,100ml,410,12450,202010
차·음료·주류,두유,달콤한 삼육두유 B,삼육식품,제주도/제주시,대형마트,이마트,이마트제주점,3040ml,100ml,410,12450,202010
차·음료·주류,막걸리,국순당 대박 왕 막걸리,서울탁주,제주도/서귀포시,대형마트,이마트,이마트서귀포점,700ml,100ml,169,1180,202010
차·음료·주류,막걸리,국순당 대박 왕 막걸리,서울탁주,제주도/제주시,대형마트,이마트,이마트신제주점,700ml,100ml,169,1180,202010
차·음료·주류,막걸리,서울장수생막걸리,서울탁주,제주도/서귀포시,대형마트,이마트,이마트서귀포점,750ml,100ml,171,1280,202010
차·음료·주류,막걸리,서울장수생막걸리,서울탁주,제주도/제주시,대형마트,이마트,이마트신제주점,750ml,100ml,171,1280,202010
차·음료·주류,맥주,HITE(6캔),진로,제주도/제주시,대형마트,이마트,이마트제주점,2130ml,100ml,386,8220,202010
차·음료·주류,맥주,HITE(6캔),진로,제주도/서귀포시,전통시장,전통시장,매일올레시장,2130ml,100ml,423,9000,202010
차·음료·주류,맥주,HITE(6캔),진로,제주도/서귀포시,대형마트,이마트,이마트서귀포점,2130ml,100ml,386,8220,202010
차·음료·주류,맥주,HITE(6캔),진로,제주도/제주시,대형마트,이마트,이마트신제주점,2130ml,100ml,386,8220,202010
차·음료·주류,맥주,HITE(단품),진로,제주도/서귀포시,전통시장,전통시장,매일올레시장,355ml,100ml,423,1500,202010
차·음료·주류,맥주,카스 프레쉬 6캔,오비맥주,제주도/제주시,대형마트,이마트,이마트신제주점,2130ml,100ml,386,8220,202010
차·음료·주류,맥주,카스 프레쉬 6캔,오비맥주,제주도/제주시,전통시장,전통시장,동문시장,2130ml,100ml,437,9300,202010
차·음료·주류,맥주,카스 프레쉬 6캔,오비맥주,제주도/서귀포시,대형마트,이마트,이마트서귀포점,2130ml,100ml,386,8220,202010
차·음료·주류,맥주,카스 프레쉬 6캔,오비맥주,제주도/제주시,대형마트,이마트,이마트제주점,2130ml,100ml,386,8220,202010
차·음료·주류,맥주,카스 프레쉬 6캔,오비맥주,제주도/서귀포시,전통시장,전통시장,매일올레시장,2130ml,100ml,451,9600,202010
차·음료·주류,맥주,카스 프레쉬(단품 500ml),오비맥주,제주도/서귀포시,대형마트,이마트,이마트서귀포점,500ml,100ml,376,1880,202010
차·음료·주류,맥주,카스 프레쉬(단품 500ml),오비맥주,제주도/서귀포시,전통시장,전통시장,매일올레시장,500ml,100ml,320,1600,202010
차·음료·주류,맥주,카스 프레쉬(단품 500ml),오비맥주,제주도/제주시,전통시장,전통시장,동문시장,500ml,100ml,420,2100,202010
차·음료·주류,맥주,카스 프레쉬(단품 500ml),오비맥주,제주도/제주시,대형마트,이마트,이마트제주점,500ml,100ml,376,1880,202010
차·음료·주류,맥주,카스 프레쉬(단품 500ml),오비맥주,제주도/제주시,대형마트,이마트,이마트신제주점,500ml,100ml,376,1880,202010
차·음료·주류,비타민음료,비타500(묶음),광동제약,제주도/제주시,대형마트,이마트,이마트신제주점,1000ml,100ml,548,5480,202010
차·음료·주류,비타민음료,비타500(묶음),광동제약,제주도/제주시,대형마트,이마트,이마트제주점,1000ml,100ml,548,5480,202010
차·음료·주류,비타민음료,비타500(묶음),광동제약,제주도/제주시,전통시장,전통시장,동문시장,1000ml,100ml,550,5500,202010
차·음료·주류,사이다,스프라이트,코카콜라음료,제주도/제주시,대형마트,이마트,이마트신제주점,1500ml,100ml,159,2380,202010
차·음료·주류,사이다,스프라이트,코카콜라음료,제주도/서귀포시,대형마트,이마트,이마트서귀포점,1500ml,100ml,159,2380,202010
차·음료·주류,사이다,스프라이트,코카콜라음료,제주도/제주시,대형마트,이마트,이마트제주점,1500ml,100ml,159,2380,202010
차·음료·주류,사이다,칠성사이다(1.8L),롯데칠성음료,제주도/제주시,대형마트,이마트,이마트제주점,1800ml,100ml,121,2180,202010
차·음료·주류,사이다,칠성사이다(1.8L),롯데칠성음료,제주도/서귀포시,대형마트,이마트,이마트서귀포점,1800ml,100ml,121,2180,202010
차·음료·주류,사이다,칠성사이다(1.8L),롯데칠성음료,제주도/제주시,대형마트,이마트,이마트신제주점,1800ml,100ml,121,2180,202010
차·음료·주류,생수,삼다수(2L),광동제약,제주도/서귀포시,전통시장,전통시장,매일올레시장,2000ml,100ml,35,700,202010
차·음료·주류,생수,삼다수(2L),광동제약,제주도/서귀포시,대형마트,이마트,이마트서귀포점,2000ml,100ml,32,630,202010
차·음료·주류,생수,삼다수(2L),광동제약,제주도/제주시,대형마트,이마트,이마트제주점,2000ml,100ml,32,630,202010
차·음료·주류,생수,삼다수(2L),광동제약,제주도/제주시,대형마트,이마트,이마트신제주점,2000ml,100ml,32,630,202010
차·음료·주류,생수,삼다수(500ml),광동제약,제주도/제주시,대형마트,이마트,이마트제주점,500ml,100ml,70,350,202010
차·음료·주류,생수,삼다수(500ml),광동제약,제주도/제주시,대형마트,이마트,이마트신제주점,500ml,100ml,70,350,202010
차·음료·주류,생수,삼다수(500ml),광동제약,제주도/제주시,전통시장,전통시장,동문시장,500ml,100ml,80,400,202010
차·음료·주류,생수,삼다수(500ml),광동제약,제주도/서귀포시,대형마트,이마트,이마트서귀포점,500ml,100ml,70,350,202010
차·음료·주류,생수,삼다수(500ml),광동제약,제주도/서귀포시,전통시장,전통시장,매일올레시장,500ml,100ml,80,400,202010
차·음료·주류,생수,아이시스(500ml),롯데칠성음료,제주도/서귀포시,대형마트,이마트,이마트서귀포점,500ml,100ml,64,320,202010
차·음료·주류,생수,아이시스(500ml),롯데칠성음료,제주도/제주시,대형마트,이마트,이마트신제주점,500ml,100ml,64,320,202010
차·음료·주류,생수(묶음),삼다수(2L 묶음),광동제약,제주도/서귀포시,전통시장,전통시장,매일올레시장,12000ml,100ml,35,4200,202010
차·음료·주류,생수(묶음),삼다수(2L 묶음),광동제약,제주도/제주시,전통시장,전통시장,동문시장,12000ml,100ml,33,3900,202010
차·음료·주류,생수(묶음),삼다수(500ml 묶음),광동제약,제주도/서귀포시,전통시장,전통시장,매일올레시장,10000ml,100ml,75,7500,202010
차·음료·주류,생수(묶음),삼다수(500ml 묶음),광동제약,제주도/제주시,전통시장,전통시장,동문시장,10000ml,100ml,68,6800,202010
차·음료·주류,소주,참이슬 클래식,진로,제주도/제주시,대형마트,이마트,이마트신제주점,360ml,100ml,356,1280,202010
차·음료·주류,소주,참이슬 클래식,진로,제주도/서귀포시,대형마트,이마트,이마트서귀포점,360ml,100ml,356,1280,202010
차·음료·주류,소주,참이슬 클래식,진로,제주도/서귀포시,전통시장,전통시장,매일올레시장,360ml,100ml,389,1400,202010
